id,name,ranking,delivery_des,price,description,similar_product_ids,small_number,medium_number,large_number,review_ids,image_src,images,discount
13,Dreamer Macchiato Toffee,3,From $6 for 3-5 days,250,An enticing macchiato that sparks dreams with its velvety texture and harmonious blend of espresso and toffee notes.,"[""19"",""44"",""47"",""27"",""17"",""23"",""33"",""14"",""54""]",529,341,441,"[""2"",""12"",""4"",""17"",""42"",""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/G7-2in1-Hop-15-goi-1-1320x800.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
43,Essence Espresso Eggnog,5,From $10 for 3-6 days,250,"Essence Espresso Eggnog: Discover the essence of the holidays with this eggnog-infused espresso, offering a festive and aromatic coffee experience.","[""28""]",309,384,881,"[""17"",""42"",""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/09/HOP-PHIN-VNESE-BLENDPNG-1-e1599214126715.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
7,Legend Cappuccino Hazelnut,5,From $3 for 1-3 days,250,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,"[""10"",""17"",""2"",""51"",""25"",""57"",""48"",""16""]",300,350,390,"[""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55"",""15""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/08/Tem-hat-1-culi-robusta-3kg-1-1536x1526.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",20
33,Twilight Toffee Temptation,2,From $10 for 1-3 days,350,"Twilight Toffee Temptation: Surrender to temptation with this decadent toffee-infused coffee, offering a blissful indulgence with every sip.","[""19"",""44"",""47"",""27"",""17"",""23"",""33"",""14"",""54""]",445,243,428,"[""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",15
23,Mirage Mocha Macadamia,5,From $5 for 1-4 days,250,"Embark on a journey to the tropics with this macadamia-infused mocha, offering a nutty and indulgent flavor experience.","[""44"",""13"",""27"",""17"",""23"",""33"",""14"",""54""]",845,208,738,"[""17"",""42"",""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",5
22,Enchanted Espresso Caramel,4,From $9 for 3-5 days,250,Enchanted Espresso Caramel: Be spellbound by the rich and velvety caramel notes that dance atop a perfectly pulled shot of espresso.,"[""10"",""17"",""2"",""51"",""25"",""57"",""48"",""16""]",411,272,424,"[""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/G7-2in1-Hop-15-goi-1-1320x800.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
52,Secret Symphony Spiced Caramel,4,From $14 for 2-4 days,200,"Secret Symphony Spiced Caramel: Unlock the symphony of flavors in this caramel-infused delight, offering a sweet and indulgent experience with a hint of spice.","[""10"",""17"",""2"",""51"",""25"",""57"",""48"",""16""]",660,214,910,"[""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/G7-2in1-Hop-15-goi-1-1320x800.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
42,Celestial Cappuccino Coconut,4,From $9 for 2-5 days,400,"Celestial Cappuccino Coconut: Reach for the stars with this heavenly blend, where creamy coconut meets velvety milk in a celestial union.","[""10"",""17"",""2"",""51"",""25"",""57"",""48"",""16""]",758,483,281,"[""12"",""4"",""17"",""42"",""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55"",""15"",""33"",""35"",""58""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/08/Tem-hat-1-culi-robusta-3kg-1-1536x1526.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",0
47,Whispered White Chocolate Delight,5,From $9 for 2-3 days,450,"Whispered White Chocolate Delight: Delve into the whispers of white chocolate as they intertwine with creamy espresso, creating a luxurious and indulgent treat.","[""19"",""44"",""47"",""27"",""17"",""23"",""33"",""14"",""54""]",201,977,808,"[""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55"",""15"",""33"",""35"",""58"",""53""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/09/HOP-PHIN-VNESE-BLENDPNG-1-e1599214126715.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",0
8,G7 2in1,4,From $5 for 1-2 days,100,"All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. ","[""44"",""13"",""27"",""17"",""23"",""33"",""14"",""54""]",100,130,150,"[""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/09/HOP-PHIN-VNESE-BLENDPNG-1-e1599214126715.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
26,Dreamer Delight Caramel,4,From $8 for 2-4 days,200,"Indulge your sweet tooth with this dreamy delight, where caramel swirls meet velvety milk for a decadent coffee experience.","[""17"",""40""]",201,896,754,"[""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55"",""15"",""33"",""35"",""58"",""53"",""29"",""67"",""81"",""48"",""63""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/G7-2in1-Hop-15-goi-1-1320x800.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",15
6,Legend Cappuccino Mocha 12,4,From $6 for 1-3 days,200,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"[""27"",""17"",""23"",""49"",""51"",""25""]",200,250,300,"[""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST5-1536x1357.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",5
1,Trung Nguyên Legend Classic,5,From $5 for 2-3 days,300,The specific ratio of Arabica to Robusta beans varies based on the desired taste profile of the espresso and the preferences of the roaster or coffee artisan.,"[""10"",""17"",""2"",""51"",""25"",""57"",""48"",""16""]",150,300,450,"[""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55"",""15"",""33"",""35"",""58""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/09/HOP-PHIN-VNESE-BLENDPNG-1-e1599214126715.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",0
38,Enchanted Espresso Almond,4,From $10 for 3-6 days,300,Enchanted Espresso Almond: Be enchanted by the rich and velvety almond notes that dance atop a perfectly pulled shot of espresso.,"[""27"",""17"",""23""]",511,422,227,"[""17"",""42"",""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
36,Dreamer's Delight Vanilla,3,From $8 for 1-3 days,400,"Dreamer's Delight Vanilla: Let your dreams take flight with this vanilla-infused delight, offering a creamy and indulgent escape from reality.","[""44"",""13"",""27"",""17"",""23"",""33"",""14"",""54""]",530,519,279,"[""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55"",""15"",""33"",""35""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",5
16,Secret Symphony Caramel,2,From $9 for 2-5 days,200,"A symphony of flavors awaits in this secret blend, where caramel notes harmonize with rich espresso for a delightful experience.","[""44"",""13"",""27"",""17"",""23"",""33"",""14"",""54""]",500,842,892,"[""17"",""42"",""39"",""59"",""13"",""11"",""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/09/HOP-PHIN-VNESE-BLENDPNG-1-e1599214126715.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",10
2,Legend Passion,4,From $6 for 1-3 days,200,Espresso blends often combine Arabica and Robusta beans to achieve a balanced flavor profile that includes both the nuanced flavors of Arabica and the strong body and crema provided by Robusta. The ratio of Arabica to Robusta beans in the blend can vary depending on the desired taste and characteristics of the espresso.,"[""6"",""9""]",100,600,400,"[""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61""]",https://trungnguyenecoffee.com/wp-content/uploads/2021/07/Success-8-1-1469x1536.jpg,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",15
15,Twilight Caramel Crunch,4,From $8 for 1-4 days,300,"Indulge in a caramelly crunch with every sip of this twilight-inspired coffee, guaranteed to satisfy your sweet cravings.","[""27"",""17"",""23""]",717,877,741,"[""62"",""14"",""16"",""3"",""6"",""1"",""8"",""41"",""22"",""19"",""24"",""20"",""38"",""28"",""10"",""5"",""26"",""21"",""34"",""23"",""37"",""27"",""40"",""56"",""45"",""30"",""9"",""60"",""65"",""52"",""32"",""36"",""61"",""69"",""44"",""64"",""18"",""25"",""68"",""55""]",https://trungnguyenecoffee.com/wp-content/uploads/2020/09/HOP-PHIN-VNESE-BLENDPNG-1-e1599214126715.png,"[""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST1-340g-1536x1357.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2020/08/pasiona-1.png"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/ST8-250g.jpg"",""https://trungnguyenecoffee.com/wp-content/uploads/2021/07/CP-3-1536x1357.jpg""]",0
